audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
"[ 0.          0.          0.         ... -0.00259399  0.00341797
  0.01177979]"|16000|тогучин|2.279875|1|213.17562554686177|-23.955118|-32.11911312717249
"[-3.05175781e-05  0.00000000e+00 -3.05175781e-05 ... -2.13623047e-04
 -1.83105469e-04 -1.52587891e-04]"|16000|включи мне на смотрешке канал здоровое тв|2.94|7|181.34179708908906|-15.367888|-62.34872001361107
"[ 0.          0.          0.         ... -0.06716919 -0.09912109
 -0.08972168]"|16000|скажи пожалуйста смогу ли я получить медицинскую помощь в отеле или рядом с ним|7.42|14|197.8862702698978|-10.429161|-33.00338089884551
"[-0.00204468 -0.00231934 -0.00219727 ... -0.00244141 -0.00350952
 -0.00186157]"|16000|можешь показать ленту типа вестерна|3.344|5|186.08757912504336|-14.978445|-62.12838815378417
"[ 0.          0.          0.         ... -0.00961304 -0.01083374
 -0.00823975]"|16000|открой возвращение блудного попугая|3.18075|4|173.46715880111614|-9.115201|-60.14486675761265
"[ 0.          0.          0.         ... -0.00146484 -0.00140381
 -0.00131226]"|16000|кино мой любимый призрак|3.087875|4|203.12399562032044|-19.015438|-47.43997153194047
"[-6.10351562e-05  1.22070312e-04 -2.13623047e-04 ... -1.08642578e-02
 -1.27868652e-02 -1.04675293e-02]"|16000|лютик на карте|2.4609375|3|164.72218883775145|-17.357738|-48.74313954825978
"[ 0.          0.          0.         ... -0.00036621 -0.00057983
 -0.00067139]"|16000|предыдущий трек|2.786|2|199.05891381966222|-23.39613|-34.21119421113421
"[ 0.00000000e+00 -3.05175781e-05 -3.05175781e-05 ...  4.97436523e-03
  4.27246094e-03  4.36401367e-03]"|16000|афина понимаешь|3.5755|2|198.83145777785853|-23.547089|-45.909888720314775
[0.         0.         0.         ... 0.00170898 0.00143433 0.00140381]|16000|включи райхон|2.4376875|2|185.62337729305614|-22.520863|-41.866242850201196
"[ 0.          0.          0.         ... -0.00024414 -0.00042725
 -0.00024414]"|16000|можешь показать на телевизоре телеканал мтв|3.88|6|195.6745129165627|-19.142735|-39.99819714226618
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  3.05175781e-05  3.05175781e-05]"|16000|посоветуй мне на смотрешке передачу нано тв|2.62|7|197.2022497521063|-12.861147|-60.61511285510493
"[ 0.          0.          0.         ... -0.00073242 -0.0010376
 -0.00067139]"|16000|фильм сплит включи|1.96|3|210.5133336382755|-16.22878|-38.39388323966344
"[-1.83105469e-04  9.15527344e-05  1.52587891e-04 ...  1.80053711e-03
  9.15527344e-04  1.09863281e-03]"|16000|я сделала заказ в отель как скоро мне его принесут|5.5|10|203.13930975739615|-14.850521|-38.129056078956665
"[ 0.          0.          0.         ... -0.00692749 -0.00817871
 -0.00912476]"|16000|есть ли у тебя узкая грань|2.4145|6|208.58151405944182|-11.240206|-40.59442992001107
"[ 0.00000000e+00  0.00000000e+00  3.05175781e-05 ... -3.35693359e-04
 -2.44140625e-04 -6.10351562e-05]"|16000|первая серия икс икс икс тентасьон|5.258|6|176.8804709167015|-18.300066|-52.52400848166349
[0.         0.         0.         ... 0.00177002 0.0022583  0.00317383]|16000|тяжелый рок|3.482625|2|192.66812072027062|-18.563051|-44.67710404687275
"[ 9.15527344e-05  1.22070312e-04  0.00000000e+00 ... -6.40869141e-04
 -7.32421875e-04 -1.09863281e-03]"|16000|афина сколько времени осталось до того как сработает мой будильник|4.0166875|10|175.34268028828842|-11.077054|-46.25335092385939
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 1.22070312e-04 2.13623047e-04]"|16000|у тебя найдется любопытный фильм в жанре хоррор муви|5.12|9|203.9963305872592|-22.19192|-43.60750358786849
"[ 0.          0.          0.         ... -0.00054932 -0.00039673
 -0.00039673]"|16000|кирилл тазин|2.3|2|163.38980421564816|-23.014536|-39.654468968011116
"[ 0.          0.          0.         ... -0.00024414 -0.00021362
 -0.00021362]"|16000|открой мне серия двадцать три обмани меня|3.24|7|197.5437853375438|-11.579942|-41.49283944884455
"[-0.00201416 -0.00131226 -0.00097656 ...  0.00042725  0.0017395
  0.00048828]"|16000|пополни счет верхоплюев|3.18|3|172.31717988394337|-19.650713|-34.85583395843062
"[ 0.          0.          0.         ... -0.00311279 -0.00357056
 -0.0071106 ]"|16000|тион спи спокойно брат клип|4.1095625|5|171.64580233303013|-16.492327|-38.196833477614796
"[ 0.          0.          0.         ... -0.00109863 -0.00088501
 -0.00076294]"|16000|марат николаевич лавров|3.5|3|189.5883197724871|-17.668352|-40.36850716941496
"[-0.00021362 -0.00033569 -0.00012207 ...  0.00039673  0.00039673
  0.00094604]"|16000|во сколько принесут заказ|2.86|4|193.1342432222511|-14.720608|-32.29375703745046
"[ 0.          0.          0.         ... -0.01287842 -0.00302124
  0.00228882]"|16000|эпизод двенадцать седьмого сезона отчаянные домохозяйки|4.434625|6|210.60344819466704|-14.663781|-40.24128008635873
[0.         0.         0.         ... 0.00036621 0.00033569 0.        ]|16000|убийство на пляже первый сезон|3.55225|5|215.4096607782327|-18.20006|-45.562580884933176
"[-0.02813721 -0.01196289 -0.00979614 ...  0.00054932  0.00183105
  0.00222778]"|16000|какое положение у западной сибири окраинное пограничное центральное|8.384|8|190.78912119320276|-18.97181|-37.5185884594267
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 9.15527344e-05 3.05175781e-05]"|16000|найти на смотрешке канал тв центр|2.665|6|205.25961961557135|-12.992043|-56.73074182773148
[0.         0.         0.         ... 0.00787354 0.00830078 0.0085144 ]|16000|какие есть развлечения в отеле|2.97175|5|195.37521667680522|-11.99672|-47.73792149139999
"[-9.15527344e-05 -1.22070312e-04 -1.83105469e-04 ...  2.92968750e-03
  3.63159180e-03  3.99780273e-03]"|16000|матч между командами апл ливерпуль аристократы|5.5491875|6|202.99154182229213|-17.483023|-51.565305708392835
[0.         0.         0.         ... 0.00085449 0.0010376  0.00109863]|16000|в каком году завершилась самая длительная война в истории россии кавказская тест|7.98|12|207.7363844715591|-15.162191|-36.317495698678655
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 0.00000000e+00]"|16000|хабар двадцать четыре на смотрешке|1.9265625|5|204.08229256046602|-12.109933|-44.40975218132533
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.52587891e-04
 9.15527344e-05 0.00000000e+00]"|16000|найти лучшие фильмы жанра боевик|3.4129375|5|182.17117840667575|-14.62564|-49.40539559871739
[0.         0.         0.         ... 0.00146484 0.00161743 0.00131226]|16000|четыреста семьдесят восемь четыреста пятьдесят восемьдесят четыре пятьдесят девять|7.88|9|174.69131132344867|-11.167641|-42.84935000274763
"[ 0.          0.          0.         ... -0.00018311 -0.00021362
 -0.00024414]"|16000|хочу посмотреть на смотрешке рубль тв|2.635|6|186.70553181062303|-9.201469|-57.012105558602904
"[ 0.          0.          0.         ... -0.04788208 -0.04177856
 -0.05392456]"|16000|открой видео как очистить плиту|4.2720625|5|139.5412061387629|-5.5214233|-57.88334044167003
"[-9.15527344e-05  9.46044922e-04  2.41088867e-03 ... -4.36401367e-03
 -4.36401367e-03 -3.26538086e-03]"|16000|включи фильм тихоокеанский рубеж|3.7|4|191.25540818619788|-13.83769|-43.52923253853088
"[ 3.05175781e-05  3.05175781e-05  0.00000000e+00 ... -1.58691406e-03
 -1.98364258e-03 -2.13623047e-03]"|16000|психологини первый сезон первая серия|4.1791875|5|195.83628412439953|-20.867071|-41.80222335781214
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 3.05175781e-05]"|16000|открой сериал время приключений последняя серия|3.38|6|174.01627210741623|-20.067495|-33.260795974192746
"[ 0.          0.          0.         ... -0.0007019  -0.00057983
 -0.00076294]"|16000|сладкая жизнь пятая серия|2.92|4|198.50987375805133|-18.588577|-41.89710241202759
"[ 0.          0.          0.         ... -0.00115967 -0.00634766
 -0.00952148]"|16000|включи канал стс|2.389|3|209.57593765091013|-13.433589|-31.966589929601124
"[ 0.          0.          0.         ... -0.00241089 -0.00265503
 -0.00231934]"|16000|девять сто шестьдесят четыре двести ноль семьдесят шесть два восемь|6.16|10|157.24706503964308|-12.066965|-69.7189742625459
[0.         0.         0.         ... 0.00393677 0.00390625 0.00466919]|16000|что было в империя сун|5.1311875|5|224.78667414373973|-16.363548|-64.68187886168289
"[-0.41760254 -0.41290283 -0.36831665 ... -0.02938843 -0.03610229
 -0.03305054]"|16000|уроки тетушки совы детские фантазии вруби|5.26|6|195.22094701784795|-16.071491|-42.90520110926416
"[ 0.          0.00021362  0.00024414 ... -0.00537109 -0.00253296
  0.00479126]"|16000|варлок|2.0429375|1|181.23464546234192|-17.98013|-38.9003352099096
"[ 0.          0.          0.         ... -0.00198364 -0.00134277
 -0.00106812]"|16000|помидоры черри пол кило|3.68|4|185.9668764169984|-16.780523|-38.02372020535163
"[ 0.          0.          0.         ... -0.00012207 -0.00094604
 -0.00125122]"|16000|салют раздели двадцать на три|2.58|5|208.7989177676871|-19.148083|-30.3256228959606
"[ 0.00527954 -0.00921631 -0.01885986 ... -0.00326538  0.0078125
  0.01251221]"|16000|кремниевая долина четырнадцатый эпизод|3.7|4|218.45135340306797|-10.887023|-35.41916564186112
"[-6.10351562e-05  6.10351562e-05  6.10351562e-05 ...  2.16674805e-03
  2.38037109e-03  2.01416016e-03]"|16000|фильм литл бэби бум нерсери раймс энд чилдренс сонгс|5.764|9|187.95684280783854|-14.356138|-56.98230666024225
"[ 1.52587891e-04  3.05175781e-05  1.52587891e-04 ...  9.15527344e-04
 -3.96728516e-04 -8.23974609e-04]"|16000|маргариту полякову|2.76275|2|188.36478320287054|-17.04811|-51.506173807055895
"[ 3.66210938e-04  9.15527344e-05  2.44140625e-04 ... -2.13623047e-03
 -4.15039062e-03 -3.66210938e-03]"|16000|что есть из клипов|2.838|4|179.4004234470175|-21.725658|-50.434984013847526
"[ 0.          0.          0.         ... -0.00674438 -0.00769043
 -0.00588989]"|16000|у тебя есть москва слезам не верит|2.3|7|176.5907189713467|-16.956787|-38.295371762316435
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 9.15527344e-05 6.10351562e-05]"|16000|включи на смотрешке телеканал квн тв|2.595|6|183.82607514971934|-14.981312|-59.89389248331086
[0.         0.         0.         ... 0.00158691 0.00164795 0.00146484]|16000|уилл|1.532125|1|131.92658389572836|-23.465525|-51.70786901932255
"[ 0.          0.          0.         ... -0.00158691 -0.00210571
 -0.00082397]"|16000|салют неизвестно|3.56|2|189.18012511707542|-22.476397|-42.91985487824085
"[ 0.00256348  0.0022583   0.00234985 ... -0.02880859 -0.03857422
 -0.03070068]"|16000|последний выпуск доктор евдокименко|4.422|4|195.8062409552182|-16.64229|-51.015322230204106
"[ 0.00000000e+00 -6.10351562e-05  0.00000000e+00 ... -3.11279297e-03
 -3.63159180e-03 -3.54003906e-03]"|16000|хмельницкий поехали|2.298375|2|234.239206141253|-19.4306|-54.01440254778608
"[ 0.00000000e+00 -3.05175781e-05 -3.05175781e-05 ...  1.83105469e-04
 -1.52587891e-04  6.40869141e-04]"|16000|сбербанк время работы|2.0|3|187.51501784495704|-17.776716|-38.629122143576446
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.52587891e-04
 1.52587891e-04 6.10351562e-05]"|16000|добрый день необходимо прямоугольное ведро с отжимом для мытья полов|10.48|10|198.21395866165756|-17.819244|-38.6177040535073
"[-3.05175781e-05 -9.15527344e-05 -6.10351562e-05 ...  8.69750977e-03
  9.27734375e-03  7.65991211e-03]"|16000|мбея|1.84|1|197.34705844588893|-17.187904|-50.238371151264616
[0.0039978  0.00460815 0.00396729 ... 0.00088501 0.00094604 0.00106812]|16000|закачай триллер|1.738|2|186.48943102173982|-16.182205|-54.71234562585143
[0.         0.         0.         ... 0.00900269 0.00894165 0.00973511]|16000|включи сериал красавица с кукольным лицом первый сезон|4.039875|8|222.46579559288944|-9.379158|-47.26377281586409
[0.00619507 0.0071106  0.00656128 ... 0.01150513 0.01123047 0.00958252]|16000|запись футбольного матча между челси и лестер|3.344|7|185.2180840927005|-11.074075|-61.19991213156921
"[-0.00085449 -0.00097656 -0.00106812 ... -0.0350647  -0.04043579
 -0.03930664]"|16000|волшебное рождество поищи|4.54|3|193.49781130940409|-10.954324|-43.90150626012279
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
 -3.35693359e-04 -6.71386719e-04]"|16000|включи мне на тв телеканал жар птица|3.797|7|204.9952473158845|-14.461819|-41.44067385548834
"[ 3.05175781e-05  3.05175781e-05 -6.10351562e-05 ...  3.50952148e-03
  4.02832031e-03  3.57055664e-03]"|16000|сбер какие таганский зкп ты знаешь|6.44|6|213.81896647138092|-15.750585|-40.9086136161467
[0.         0.         0.         ... 0.00030518 0.00021362 0.00018311]|16000|найди фильм звездный путь шесть неоткрытая страна|6.1|7|187.30272799864724|-23.600153|-33.283299462577375
